dci_a,dci_b,severity,description
ERYTHROMYCINE,ATORVASTATINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d'hypocholestérolémiant. Si l'objectif de l'hypocholesterolémiant. thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction."
ERYTHROMYCINE,BUSPIRONE,DECONSEILLEE,"Augmentation des concentrations plasmatiques de la buspirone par diminution de son métabolisme hépatique, avec majoration importante de la sédation."
ERYTHROMYCINE,CARBAMAZEPINE,DECONSEILLEE,"Augmentation des concentrations plasmatiques de carbamazépine, avec signes de surdosage, par inhibition de son métabolisme hépatique."
ERYTHROMYCINE,ÉDOXABAN,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de l’édoxaban, avec majoration du risque de saignement. Réduire la dose d’édoxaban de moitié."
ERYTHROMYCINE,FIDAXOMICINE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la fidaxomicine.
ERYTHROMYCINE,GLIBENCLAMIDE,PRECAUTION_EMPLOI,"Risque d'hypoglycémie par augmentation de l’absorption et des concentrations plasmatiques de l’antidiabétique. Prévenir le patient, renforcer l'autosurveillance glycémique et adapter éventuellement la posologie du sulfamide hypoglycémiant pendant le traitement par l’érythromycine."
ERYTHROMYCINE,GLIMEPIRIDE,PRECAUTION_EMPLOI,"Risque d'hypoglycémie par augmentation de l’absorption et des concentrations plasmatiques de l’antidiabétique. Prévenir le patient, renforcer l'autosurveillance glycémique et adapter éventuellement la posologie du sulfamide hypoglycémiant pendant le traitement par l’érythromycine."
ERYTHROMYCINE,IMMUNOSUPPRESSEURS,DECONSEILLEE,"Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique. En cas d’association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie."
ERYTHROMYCINE,NINTÉDANIB,PRECAUTION_EMPLOI,Augmentation des concentrations plasmatiques du nintédanib par augmentation de son absorption par l'érythromycine. Surveillance clinique pendant l’association.
ESCITALOPRAM,ESOMEPRAZOLE,PRECAUTION_EMPLOI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes. Surveillance clinique et électrocardiographique pendant l'association."
ESCITALOPRAM,OMEPRAZOLE,PRECAUTION_EMPLOI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes. Surveillance clinique et électrocardiographique pendant l'association."
ESMOLOL,AMIODARONE,PRECAUTION_EMPLOI,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs). Surveillance clinique et ECG."
ESMOLOL,ANTIARYTHMIQUES CLASSE IA,PRECAUTION_EMPLOI,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs). Surveillance clinique et ECG."
ESMOLOL,DILTIAZEM,DECONSEILLEE,"Troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et Association déconseillée : défaillance cardiaque. - en cas d'altération de la fonction ventriculaire gauche. Précaution d'emploi : - si la fonction ventriculaire gauche est normale. Surveillance clinique et ECG."
ESMOLOL,PROPAFENONE,PRECAUTION_EMPLOI,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs). Surveillance clinique et ECG."
ESMOLOL,VERAPAMIL,DECONSEILLEE,"Troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et Association déconseillée : défaillance cardiaque. - en cas d'altération de la fonction ventriculaire gauche. Précaution d'emploi : - si la fonction ventriculaire gauche est normale. Surveillance clinique et ECG."
ESOMEPRAZOLE,ESCITALOPRAM,PRECAUTION_EMPLOI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes. Surveillance clinique et électrocardiographique pendant l'association."
ESTRAMUSTINE,ACIDE CLODRONIQUE,PRECAUTION_EMPLOI,Risque d’augmentation des concentrations plasmatiques d’estramustine par le clodronate. Surveillance clinique au cours de l’association.
ESTRAMUSTINE,CALCIUM,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive de l'estramustine. Prendre les sels de calcium à distance de l'estramustine (plus de 2 heures, si possible)."
ESTROGÈNES NON CONTRACEPTIFS,HORMONES THYROÏDIENNES,PRECAUTION_EMPLOI,Risque d'hypothyroïdie clinique en cas d'estrogénothérapie substitutive. Surveillance clinique et biologique ; adaptation éventuelle des doses de l'hormone thyroïdienne chez les femmes ménopausées prenant des estrogènes.
ESTROGÈNES NON CONTRACEPTIFS,OXCARBAZEPINE,PRECAUTION_EMPLOI,"Risque de diminution de l'efficacité du traitement hormonal, par augmentation de son métabolisme hépatique par l'oxcarbazépine. Surveillance clinique et adaptation éventuelle de la posologie du traitement hormonal pendant le traitement par l'oxcarbazépine et après son arrêt."
ESTROPROGESTATIFS CONTRACEPTIFS,APREPITANT,PRECAUTION_EMPLOI,"Diminution de l’efficacité contraceptive par augmentation du métabolisme hépatique du contraceptif hormonal par l'aprépitant. Utiliser une méthode additionnelle de type mécanique (préservatif) pendant la durée de l’association, et un cycle suivant l’arrêt de l’aprépitant."
ESTROPROGESTATIFS CONTRACEPTIFS,BOSENTAN,PRECAUTION_EMPLOI,"Diminution de l’efficacité contraceptive par augmentation du métabolisme hépatique du contraceptif hormonal par le bosentan. Utiliser une méthode additionnelle de type mécanique (préservatif) pendant la durée de l’association, et un cycle suivant l’arrêt du bosentan."
ESTROPROGESTATIFS CONTRACEPTIFS,ELVITÉGRAVIR,PRECAUTION_EMPLOI,"Diminution de l’efficacité contraceptive par augmentation du métabolisme hépatique du contraceptif hormonal par l'elvitégravir. Utiliser une méthode additionnelle de type mécanique (préservatif) pendant la durée de l’association, et un cycle suivant l’arrêt de l'elvitégravir."
ESTROPROGESTATIFS CONTRACEPTIFS,FELBAMATE,PRECAUTION_EMPLOI,"Risque de diminution de l’efficacité contraceptive, pendant le traitement et un cycle après l’arrêt du traitement par le felbamate, Utiliser une méthode additionnelle de type mécanique (préservatif) en raison de son potentiel inducteur enzymatique. pendant la durée de l’association, et un cycle suivant l’arrêt du felbamate."
ESTROPROGESTATIFS CONTRACEPTIFS,GRISEOFULVINE,PRECAUTION_EMPLOI,"Diminution de l’efficacité contraceptive par augmentation du métabolisme hépatique du contraceptif hormonal par la Utiliser une méthode additionnelle de type mécanique (préservatif) griséofulvine. pendant la durée de l’association, et un cycle suivant l’arrêt de de la griséofulvine."
ESZOPICLONE,RIFAMPICINE,PRECAUTION_EMPLOI,Risque de diminution des concentrations plasmatiques et de l'efficacité de l’eszopiclone par augmentation de son métabolisme Surveillance clinique. Utiliser éventuellement un autre hypnotique. hépatique par la rifampicine.
ETANERCEPT,ANAKINRA,DECONSEILLEE,Risque accru d'infections graves et de neutropénies.
ÉTELCALCÉTIDE,CINACALCET,DECONSEILLEE,Risque d’hypocalcémie sévère.
ETHINYLESTRADIOL,DASABUVIR,CONTRE_INDICATION,Augmentation de l’hépatotoxicité.
ETHINYLESTRADIOL,GLÉCAPRÉVIR + PIBRENTASVIR,CONTRE_INDICATION,Augmentation de l’hépatotoxicité avec la bithérapie.
ETHINYLESTRADIOL,OMBITASVIR + PARITAPRÉVIR,CONTRE_INDICATION,Augmentation de l’hépatotoxicité.
ETHOSUXIMIDE,CARBAMAZEPINE,PRECAUTION_EMPLOI,"Diminution des concentrations plasmatiques d'éthosuximide. Surveillance clinique, dosage plasmatique de l'éthosuximide et augmentation éventuelle de sa posologie."
ETOPOSIDE,MILLEPERTUIS,CONTRE_INDICATION,Risque de diminution des concentrations plasmatiques d’étoposide par le millepertuis.
ETRAVIRINE,ATAZANAVIR,DECONSEILLEE,Risque de diminution des concentrations plasmatiques d’atazanavir par l’étravirine.
ETRAVIRINE,CLARITHROMYCINE,A_PRENDRE_EN_COMPTE,"Dans le traitement des infections à Mycobacterium avium complex, risque de diminution de l’efficacité de la clarithromycine par augmentation de son métabolisme hépatique par l’étravirine."
ETRAVIRINE,COBICISTAT,DECONSEILLEE,Risque de diminution des concentrations plasmatiques du cobicistat par l’étravirine.
ETRAVIRINE,DARUNAVIR,DECONSEILLEE,Risque de diminution des concentrations plasmatiques du darunavir par l’étravirine.
ETRAVIRINE,GRAZOPREVIR + ELBASVIR,CONTRE_INDICATION,Risque de diminution des concentrations plasmatiques de grazoprevir/elbasvir par l’étravirine.
EVEROLIMUS,CICLOSPORINE,PRECAUTION_EMPLOI,"Augmentation des concentrations sanguines de l’évérolimus par la ciclosporine. La néphrotoxicité de la ciclosporine est également Dosage des concentrations sanguines d’évérolimus, éventuellement augmentée lors de l’association. adaptation de la posologie et contrôle de la fonction rénale, pendant l’association et après son arrêt."
EXEMESTANE,RIFAMPICINE,A_PRENDRE_EN_COMPTE,Risque de diminution de l'efficacité de l'exemestane par augmentation de son métabolisme hépatique par l'inducteur enzymatique.
EZETIMIBE,CICLOSPORINE,DECONSEILLEE,"D’une part, risque majoré d'effets indésirables (concentration- dépendants) à type de rhabdomyolyse, par augmentation des concentrations d’ézétimibe ; d’autre part, possible augmentation des concentrations de ciclosporine."
EZETIMIBE,FENOFIBRATE,DECONSEILLEE,Risque de lithiase biliaire par augmentation de l’excrétion biliaire du cholestérol.
FELBAMATE,CARBAMAZEPINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques du métabolite actif de la carbamazépine. De plus, diminution des concentrations Surveillance clinique, dosages plasmatiques et adaptation éventuelle plasmatiques de felbamate par augmentation de son métabolisme des posologies des deux anticonvulsivants. hépatique par la carbamazépine."
FELBAMATE,ESTROPROGESTATIFS CONTRACEPTIFS,PRECAUTION_EMPLOI,"Risque de diminution de l’efficacité contraceptive, pendant le traitement et un cycle après l’arrêt du traitement par le felbamate, Utiliser une méthode additionnelle de type mécanique (préservatif) en raison de son potentiel inducteur enzymatique. pendant la durée de l’association, et un cycle suivant l’arrêt du felbamate."
FELBAMATE,PHÉNOBARBITAL,PRECAUTION_EMPLOI,"Diminution des concentrations plasmatiques et de l'efficacité du felbamate et augmentation des concentrations plasmatiques du Surveillance clinique et contrôle des concentrations plasmatiques de phénobarbital, avec risque de surdosage. phénobarbital avec adaptation de la posologie si besoin."
FELBAMATE,PHÉNYTOÏNE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de phénytoïne avec risque de surdosage, par inhibition de son métabolisme par le Surveillance clinique, contrôle des concentrations plasmatiques de felbamate. phénytoïne et si besoin, adaptation de sa posologie pendant le traitement par le felbamate."
FELBAMATE,VALPROMIDE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de l'acide valproïque, avec risque de surdosage. Surveillance clinique, contrôle biologique et adaptation éventuelle de la posologie du valproate ou du valpromide pendant le traitement par le felbamate et après son arrêt."
FENOFIBRATE,CICLOSPORINE,PRECAUTION_EMPLOI,"Risque d'augmentation de la néphrotoxicité de la ciclosporine. Surveillance clinique et biologique de la fonction rénale, pendant et après l'association."
FENOFIBRATE,EZETIMIBE,DECONSEILLEE,Risque de lithiase biliaire par augmentation de l’excrétion biliaire du cholestérol.
FENTANYL,RIFAMPICINE,DECONSEILLEE,Diminution des concentrations plasmatiques de fentanyl par augmentation de son métabolisme hépatique par la rifampicine. Préférer un autre morphinique.
FER,SELS DE FER PAR VOIE INJECTABLE,DECONSEILLEE,"Lipothymie, voire choc attribué à la libération rapide du fer de sa forme complexe et à la saturation de la sidérophiline."
FER,ACIDE ACETOHYDROXAMIQUE,A_PRENDRE_EN_COMPTE,Diminution de l'absorption digestive de ces deux médicaments par chélation du fer.
FER,BICTÉGRAVIR,PRECAUTION_EMPLOI,"Diminution de près des deux tiers de l'absorption du bictégravir en cas d’ingestion simultanée ou à jeun. Prendre le bictégravir au moins 2 heures avant les sels de fer, ou en même temps qu’un repas."
FER,BISPHOSPHONATES,PRECAUTION_EMPLOI,"Pour les sels de fer administrés par voie orale : diminution de l'absorption digestive des bisphosphonates. Prendre les sels de fer à distance des bisphosphonates (de 30 minutes au minimum à plus de 2 heures, si possible, selon le bisphosphonate)."
FER,CALCIUM,PRECAUTION_EMPLOI,Avec les sels de fer par voie orale : diminution de l'absorption digestive des sels de fer. Prendre les sels de fer à distance des repas et en l'absence de calcium.
FER,CYCLINES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive des cyclines et du fer Prendre les sels de fer à distance des cyclines (plus de 2 heures, si possible)."
FER,ENTACAPONE,PRECAUTION_EMPLOI,Diminution de l'absorption digestive de l'entacapone et du fer par chélation de celui-ci par l'entacapone. Prendre les sels de fer à distance de l'entacapone (plus de 2 heures si possible).
FER,FLUOROQUINOLONES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive des fluoroquinolones. Prendre les sels de fer à distance des fluoroquinolones (plus de 2 heures, si possible)."
FER,HORMONES THYROÏDIENNES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive des hormones thyroïdiennes. Prendre les hormones thyroïdiennes à distance du fer (plus de 2 heures, si possible)."
FEXOFENADINE,MILLEPERTUIS,CONTRE_INDICATION,Diminution des concentrations plasmatiques de la féxofénadine par le millepertuis.
FIBRATES,ANTIVITAMINES K,PRECAUTION_EMPLOI,Augmentation de l'effet de l'antivitamine K et du risque hémorragique. Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par le fibrate et 8 jours après son arrêt.
FIBRATES,COLCHICINE,PRECAUTION_EMPLOI,"Risque de majoration des effets indésirables musculaires de ces substances, et notamment de rhabdomyolyse. Surveillance clinique et biologique, particulièrement au début de l’association."
FIDAXOMICINE,AMIODARONE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la fidaxomicine.
FIDAXOMICINE,CICLOSPORINE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la fidaxomicine.
FIDAXOMICINE,CLARITHROMYCINE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la fidaxomicine.
FIDAXOMICINE,DRONEDARONE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la fidaxomicine.
FIDAXOMICINE,ERYTHROMYCINE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la fidaxomicine.
